Date,KCalories,Fat..g.,X.Of.Fat..Saturated.Fat..g..,X.Of.Fat..Polyunsaturated.Fat..g..,X.Of.Fat..Monounsaturated.Fat..g..,X.Of.Fat..Trans.Fat..g..,Carbohydrates..g.,X.Of.Carbs..Fiber..g..,X.Of.Carbs..Sugar..g..,Protein..g.,Cholesterol..mg.,Sodium..mg.,Potassium..mg.,Vitamin.A,Vitamin.C,Calcium,Iron,Morning.Weight..lbs.,ExerciseHours,fat.percent,carb.percent,protein.percent,total.percent
5/18/2018,2801,224.3,78.2,35.3,15.6,0.6,59.3,25.3,7.7,152,1056,3686,2133,366,526,382,130,,1,0.704877964,0.082824121,0.212297915,1.022456266
5/19/2018,2558,191.9,60.7,33.5,26.2,1.9,48.4,25.3,10.2,169.3,1687,3943,3387,388,599,249,147,,1.5,0.66480619,0.074521729,0.260672081,1.015598124
5/20/2018,2997,231,97.3,31.2,9.2,0.1,79.6,19.8,28.1,159.2,1403,3297,2704,577,761,211,95,,0,0.685188847,0.104937051,0.209874102,1.012412412
5/21/2018,3067,230,69.1,30.7,38,1.9,84.5,25.8,29.4,183.4,235,2082,2575,271,909,83,113,,0,0.658899924,0.10758849,0.233511586,1.024323443
5/22/2018,2417,177.3,61.2,27.3,22.4,0,79,19.9,16.1,139.4,407,1763,3090,264,823,53,94,,0,0.646215527,0.12797149,0.225812983,1.021638395
5/23/2018,3415,271,96,33.6,45,2.2,110.1,30.8,23.7,151.7,1127,3575,2791,287,590,161,84,,0,0.699615627,0.126326659,0.174057713,1.020849195
5/24/2018,3207,268.5,85.9,43.4,54.3,2,80.5,30.2,25.1,132.4,1051,4060,2544,404,642,232,171,,0,0.739420458,0.098528197,0.162051345,1.019052074
5/25/2018,3320,256,104.7,40,34.1,1.9,94.1,28.1,21.8,163.3,1201,3684,3235,406,666,327,173,,1,0.691144708,0.112910967,0.195944324,1.004096386
5/26/2018,3766,306.9,134.5,41.3,29.4,0,69.8,28.3,9.2,195.4,1531,5378,1528,786,555,393,134,,0,0.722514322,0.073033561,0.204452118,1.015108869
5/27/2018,2836,216,79.1,40.6,35.2,0,80.1,28.9,14.3,153.4,1063,3842,3090,308,629,262,135,,1,0.675469076,0.111327311,0.213203614,1.014809591
5/28/2018,3282,264.7,100.6,38.5,34.3,0,70.4,32.8,10.2,178,1644,5262,2206,551,684,428,173,,0,0.705678486,0.083414793,0.210906721,1.028610603
5/29/2018,2816,236.9,84.4,37,22.4,0,62.5,26.2,6.9,122,1722,3657,1426,535,544,344,157,,0,0.742866102,0.087104979,0.170028919,1.019211648
5/30/2018,2726,222.2,90.4,33.4,23.8,1.2,60.4,28.3,13.6,143.8,1100,3342,2539,371,563,313,117,,1,0.710004971,0.085777178,0.204217851,1.03323551
5/31/2018,2561,204.6,74.2,34.6,33.8,0,55.1,22.8,13.5,141.5,1102,3503,1773,288,521,273,95,,0,0.70073826,0.083872441,0.215389299,1.026083561
6/1/2018,3060,221.1,66.7,49.6,31.5,1.4,70.8,34.1,24,211.8,1750,4426,4098,465,693,309,187,,0,0.637727142,0.090760504,0.271512355,1.019705882
6/2/2018,3881,330.2,122,37.7,49.3,0,77,29.6,22.5,187.9,1138,5020,1705,331,580,237,112,,0,0.737163268,0.076400258,0.186436474,1.038752899
6/3/2018,3360,269.6,92,57,50.7,0.1,79,24.5,24.5,168.8,1196,4392,3358,383,660,239,143,,1,0.70997191,0.092462547,0.197565543,1.017142857
6/4/2018,2440,170.9,48.1,44.3,37.5,0,63.3,37.7,19.7,178.5,1025,3690,3480,374,646,332,131,,1.5,0.61393845,0.101065741,0.284995809,1.026762295
6/5/2018,3071,246.2,83.6,40.5,57.1,1.9,52.4,27.3,13.8,169.2,1177,2488,3425,324,538,249,152,,0,0.714267294,0.067564954,0.218167752,1.010159557
6/6/2018,2598,205.9,81,36.9,29.6,1.9,67,28.7,30,117.8,1118,3149,3391,341,575,290,131,,1.5,0.714847819,0.103383096,0.181769085,0.997806005
6/7/2018,3256,266.1,89.3,47.7,41,0,82.3,33.6,21,150.2,1057,2660,2572,431,859,290,133,,0,0.72029234,0.099010497,0.180697164,1.021160934
6/8/2018,2825,229.8,58.9,59.1,64.2,0,52.8,33,7.8,153.6,1585,3569,2600,352,531,351,181,,1.5,0.714700394,0.07298362,0.212315986,1.024353982
6/9/2018,3203,260.3,96.4,50.2,45,0.9,77.9,26.4,18.9,155.7,1802,3507,2777,539,593,244,143,,0,0.714869854,0.095084068,0.190046077,1.023134561
6/10/2018,2775,200.8,73.4,34.9,38.1,1.9,83.9,32,28.8,174.2,1696,3129,3145,738,883,274,156,,0,0.636427666,0.11818566,0.245386674,1.023279279
6/11/2018,2566,192.9,57,41.6,32,0,74.9,26.4,21.4,148.6,1010,3840,2641,405,586,220,138,,0,0.66008897,0.113912019,0.225999011,1.024980514
6/12/2018,755,61.3,17.5,31,5.8,0,14.5,12.5,0,41,700,940,1300,264,500,165,60,,0,0.71306708,0.074964457,0.211968463,1.024768212
6/13/2018,2236,176.5,59.3,34.2,27.3,1.2,51.6,28.4,13.5,120.8,962,2137,3074,369,816,273,102,,0,0.697291603,0.090601817,0.21210658,1.018828265
6/14/2018,2507,199.9,71.7,31,5.8,0,46,19.5,7.4,151,958,2117,1846,312,580,189,113,,0,0.695411851,0.071122106,0.233466043,1.031950538
6/15/2018,2521,195.3,59.5,39.2,34,0,79.7,36.2,12.2,131.6,929,2843,2687,362,610,277,151,,0,0.675285259,0.122478774,0.202235968,1.032487108
6/16/2018,2673,215.2,74.9,43.8,61,0,59.7,28.9,12.5,136.4,925,2616,2613,352,592,260,151,,0,0.711744818,0.087755402,0.20049978,1.018032174
6/17/2018,2828,207.8,53.9,27.3,47.1,0,71.8,33.2,20.8,181.6,1102,6309,2595,517,643,480,128,,0,0.648519315,0.099590818,0.251889868,1.019731259
6/18/2018,2740,210,65.6,37.2,37.1,1.9,51.7,28.2,11,174,1063,3598,3203,377,607,281,185,,0,0.676740189,0.074047551,0.24921226,1.019270073
6/19/2018,3326,242.6,85.3,49.5,59.3,0,72.1,26.8,19.1,215.5,1286,4184,3944,336,599,299,123,,0,0.65492831,0.086507889,0.258563801,1.002345159
6/20/2018,2184,166.1,50.9,37.3,14.7,0,46.4,24.2,9.2,141.1,867,3528,2516,326,700,229,135,,0,0.665909395,0.082676288,0.251414317,1.027884615
6/21/2018,1985,140.6,38.8,29.8,5,0,51.2,22.4,16.1,138.7,756,3130,2857,337,903,61,103,,0,0.624888889,0.101135802,0.273975309,1.020151134
6/22/2018,3199,263.3,89.6,33.2,49,2.8,64.1,20.7,13.3,158.9,1065,3141,2286,335,587,145,145,,0,0.726522979,0.078609314,0.194867707,1.019599875
6/23/2018,2947,218.9,75.1,38.2,29.6,0,74.6,34.8,21.2,191.5,950,4961,2704,502,607,375,159,,0,0.649233811,0.098335805,0.252430384,1.029691211
6/24/2018,3053,255,86.6,45.7,60.2,0,51.3,30.7,8.5,155.5,1012,4594,2251,363,570,352,159,,0,0.735058613,0.065722888,0.1992185,1.02266623
6/25/2018,2780,210.6,82.3,43,24.8,0,87.3,23.5,20.3,140,1090,4931,2811,348,574,293,111,,0,0.675818299,0.124509734,0.199671967,1.008848921
6/26/2018,2547,199.2,77.4,41,48.2,1.4,67.2,26.8,14,126.7,998,2692,3528,489,664,288,132,,0,0.698022115,0.104656596,0.19732129,1.008402042
6/27/2018,2687,203.6,65.1,49.7,44.8,1.4,60.6,25.4,20.7,157.7,1035,2999,3640,588,1256,332,127,,0,0.677261975,0.089591957,0.233146067,1.006922218
6/28/2018,2587,202.2,65.4,41.4,56.3,0,61.9,25.6,19.1,136.9,941,2542,3047,597,1246,363,113,,0,0.695908222,0.094684512,0.209407266,1.010823348
6/29/2018,3167,240.2,88.7,33.7,12.4,0,65.2,22,13.5,196.9,1834,4868,2733,560,1113,310,152,,0,0.673415987,0.081241044,0.245342969,1.013640669
6/30/2018,2620,209,70.2,43,57,2.3,43.2,23.5,9.6,152.3,1059,3250,2662,372,533,377,133,,0,0.706346226,0.064889223,0.228764551,1.016412214
7/1/2018,3205,222.8,63.7,22.4,30.4,1.9,69,36.2,16.3,247.7,1235,5710,3456,540,764,292,234,167,0,0.612836186,0.084352078,0.302811736,1.020904836
7/2/2018,2864,224.6,77.1,25.6,24,0,70.3,29.8,16.4,157,1000,3045,2256,535,619,270,159,,0,0.689756364,0.095953047,0.214290589,1.02325419
7/3/2018,3461,269,99.1,55.8,35.8,0,108.8,45.8,26.1,169.3,1016,2625,3598,583,1122,251,203,,0,0.685175751,0.123167487,0.191656761,1.02091881
7/4/2018,2705,194.8,61.3,38.9,41.1,1.9,78.5,35.8,28.7,157.4,998,3388,3543,507,888,387,161,,0,0.650103827,0.116434292,0.233461881,0.996968577
7/5/2018,3158,247.2,81,48.1,74.4,0,86.9,39.7,16.4,163,1030,3413,3466,536,745,409,160,,0,0.689988835,0.107803002,0.202208163,1.021025966
7/6/2018,2194,167.9,46.1,31.8,16.7,1.4,54.5,28,15.8,126.7,930,3037,2476,368,681,218,164,,0,0.675835234,0.097499888,0.226664878,1.019097539
7/7/2018,1875,157.1,53.5,35.7,16.8,0,38.9,22.1,6.8,95.9,900,2822,1913,339,510,314,97,,0,0.723926066,0.07966822,0.196405714,1.041653333
7/8/2018,3263,249.9,69.6,47.1,50.1,1.4,87.5,40.3,26.6,176.2,1336,4898,3591,485,745,345,165,,0,0.680740943,0.10593541,0.213323648,1.012534477
7/9/2018,2706,211.5,73.8,34.5,33.8,2.8,46.1,28.7,9,160.2,1435,3137,2614,454,569,309,177,,0,0.697584931,0.067577968,0.234837102,1.008388766
7/10/2018,2133,158.4,51.3,33.4,4.9,0,63.5,30.7,18,131.5,1290,3311,2235,412,618,201,136,,0,0.646354733,0.115161407,0.238483859,1.034036568
7/11/2018,2819,208.9,85.4,17.2,7.2,0,85,19.7,24.7,162.7,921,3685,2068,292,644,135,115,,0,0.654881744,0.118429761,0.226688495,1.018410784
7/12/2018,3533,283,90.8,21.4,13,0,113.5,27.9,33.1,152.9,568,6761,1958,498,755,143,117,,0,0.705032387,0.125671262,0.169296352,1.022530427
7/13/2018,2855,214.3,64.4,34.4,21.8,0,66.8,34.6,17.4,169.9,966,6291,2594,551,650,404,177,,0,0.670735524,0.09292297,0.236341506,1.007180385
7/14/2018,2625,215.3,77.9,34,27.3,1.4,63.7,35.6,15.7,131.1,973,3397,2682,348,598,302,141,,0,0.713202547,0.093783356,0.193014097,1.035009524
7/15/2018,2818,210.3,69,44.9,25.1,1.9,76.8,38.6,25.6,173.9,1082,3596,3597,423,735,343,161,,0,0.653669487,0.106095666,0.240234847,1.027501774
7/16/2018,2360,181.2,53.1,39,7.8,0,69.3,28,17.7,126.5,967,3568,2502,341,683,149,132,,0,0.675559238,0.114830157,0.209610605,1.022881356
7/17/2018,2692,215.6,83.1,18.6,12.1,0,63.7,18.8,19.8,141.9,367,2641,2125,388,727,70,94,,0,0.702330969,0.092225279,0.205443753,1.026300149
7/18/2018,3490,269.4,97.7,27.8,42.1,1.2,100.9,24.7,26.2,181.1,537,4873,2215,444,823,162,150,,0,0.682486067,0.113606936,0.203906998,1.017936963
7/19/2018,2367,175.8,60.3,39.9,26.9,0,64.9,24,21.3,141.9,1023,3508,2044,375,726,236,139,,0,0.656678011,0.107744667,0.235577322,1.01791297
7/20/2018,3440,280.1,89.3,44.9,81.6,1.9,59.5,31,10,182.6,1157,4578,2341,404,582,459,211,,0,0.722465824,0.068208523,0.209325653,1.014331395
7/21/2018,2791,228.6,66.8,64.8,47.8,1.9,47.3,22.6,14.5,147,1073,3527,2284,397,569,225,119,,0,0.725816694,0.066746631,0.207436675,1.015621641
7/22/2018,1684,122.5,40.2,33.1,30.2,0,49.3,18.2,21.5,112.7,401,2473,2001,349,831,72,95,,0,0.629820051,0.112653528,0.257526421,1.039489311
7/23/2018,2241,163.2,54.4,30,36.2,2.8,34.4,8.5,16,162.6,431,2363,2307,258,582,58,118,,0,0.650833038,0.060971287,0.288195675,1.007050424
7/24/2018,2505,185.6,75.4,33.4,20.5,0,57.2,16.9,27.8,176.6,477,4555,2396,371,589,41,86,,0,0.641080749,0.087810869,0.271108382,1.040159681
7/25/2018,1933,132.2,41.8,18,6.1,0,66.1,16.8,41.3,124.9,282,2675,2468,283,601,49,75,,0,0.608967141,0.135326031,0.255706828,1.010760476
7/26/2018,1783,150,36.5,37.5,25.2,0,38.8,10.7,14.4,90,144,2409,1716,256,586,32,89,,0,0.723782972,0.083208235,0.193008793,1.046102075
7/27/2018,2525,199.9,73.7,32,48.2,1.9,63.2,12,37.9,133.5,453,2605,2414,283,591,80,104,,0,0.695734561,0.097760934,0.206504505,1.024118812
7/28/2018,2911,213.8,99.3,16.9,13.2,0,64.9,11.6,32.8,166.9,551,3536,2376,379,747,80,97,,0,0.674826401,0.091042996,0.234130603,0.979525936
7/29/2018,4884,391.6,109,68.5,100.1,0,129.3,46.8,48.2,241.5,1282,7740,4449,608,1195,371,187,,0,0.703810208,0.10328301,0.192906782,1.025307125
7/30/2018,2566,205.6,50.7,44.7,24.3,0,55.8,31.3,9.3,145.5,880,4145,2345,318,537,264,169,,0,0.696791685,0.084048803,0.219159512,1.034918161
7/31/2018,3179,257.7,82.6,47.7,73.1,1.4,76.3,34.5,9.3,151.1,1077,2565,2851,586,554,328,157,,0,0.718294156,0.094521354,0.18718449,1.01569676
8/1/2018,2824,223.8,71.3,35.9,35.8,0,58.6,34.4,7.3,153.6,1030,4063,1862,501,547,391,153,,0,0.703527768,0.081872162,0.21460007,1.013810198
8/2/2018,2411,184.7,70.5,33.1,8.6,0,53.5,21.6,6,143.2,1102,2441,1729,313,533,204,122,,0,0.678739129,0.087379037,0.233881834,1.015802572
8/3/2018,1178,91.7,25.9,33.6,22.1,0,21.8,16.4,2.5,71.2,772,1020,1402,271,503,166,80,,0,0.689300927,0.072830535,0.237868538,1.016383701
8/4/2018,1185,101.3,23.5,35,30.8,0,22.5,16.5,2,55,730,1020,1600,244,508,115,70,,0,0.746255218,0.07366784,0.180076942,1.030970464
8/5/2018,3111,226.6,65.1,39.2,41.7,1.4,88.4,40.1,25.4,166.4,1105,3163,3011,234,277,121,200,,0,0.666775649,0.115608448,0.217615903,0.983156541
8/6/2018,1365,117.8,49,32,8.8,0,25.5,20.5,0,54,805,1700,1400,317,500,245,88,,0,0.769264258,0.074009578,0.156726165,1.00967033
8/8/2018,2880,224.3,86.7,49.6,45.8,0.9,59.5,32.9,5.7,169,1930,3319,3155,499,643,435,157,,0,0.688341801,0.081153885,0.230504313,1.018298611
8/9/2018,2635,211.2,58.8,55.9,30.5,2.4,66,36,8.4,143.6,867,3127,3228,463,614,268,164,,0,0.693925234,0.096378505,0.209696262,1.039544592
8/10/2018,3577,277.6,81.7,38.5,37.8,1.5,90.6,51.2,16.4,207.2,1660,3573,3755,428,722,450,221,,0,0.677146574,0.098222029,0.224631396,1.031478893
8/11/2018,3517,276.8,86.1,37.7,54.1,2.9,78.4,37.1,15.9,201.8,1803,3721,3899,421,708,375,188,,0,0.689700997,0.086821705,0.223477298,1.027011658
8/12/2018,3119,241.5,78.6,34.9,48.5,2.9,64.6,26.7,12.6,190.5,2149,2285,3327,420,567,268,154,,0,0.680515984,0.080904224,0.238579793,1.024014107
8/13/2018,2858,208.5,70,39.3,20.5,1.2,80.8,20.9,23.4,183.2,1139,3974,2637,418,685,171,155,,0,0.639897698,0.110213129,0.249889173,1.02606718
8/14/2018,597,46.4,11.3,18.5,8,0,11.6,5,1.3,36.6,30,677,931,200,500,13,35,,0,0.684141547,0.076015727,0.239842726,1.022445561
8/15/2018,2885,212.7,79.2,27.9,31.4,1.9,78.4,20.8,27.4,183.4,599,2605,3272,407,644,89,104,,0,0.646395408,0.105892284,0.247712308,1.026516464
8/16/2018,2836,220.2,74.9,54.7,30.8,0,78.1,31.7,18.6,161.6,1589,2158,3167,567,1234,162,148,,0,0.673944093,0.106236822,0.219819085,1.036882934
8/17/2018,3229,252,88.8,34.1,28.8,1.5,84.6,36.7,13,184.3,2580,4949,3488,399,513,443,171,,0,0.678310803,0.101208279,0.220480919,1.035490864
8/18/2018,2666,200.6,76.9,34,17.8,0,53.5,30.5,11,163.6,1768,3067,2403,317,526,265,122,,0,0.67521879,0.080035904,0.244745306,1.002925731
8/19/2018,3092,240.2,67.9,38.3,54.1,1.9,74.1,34.7,18.4,173.3,1781,3620,3777,429,759,409,154,,0,0.685980834,0.094053437,0.21996573,1.019210867
8/20/2018,3235,253.7,105.5,35.1,44.9,2.5,68.9,18.5,11.8,176.7,2020,3004,2805,315,596,196,137,,0,0.699176287,0.08439232,0.216431393,1.009489954
8/21/2018,3176,229.5,76.2,41.2,37.9,0.4,91.7,38.1,24.4,188.3,1838,4718,3564,508,707,366,170,,0,0.648406844,0.115146759,0.236446398,1.002991184
8/22/2018,3225,246.9,73.3,46.7,57.1,1.9,81.8,36.4,21.2,181.2,1918,2911,3758,396,570,345,173,,0,0.678690327,0.09993586,0.221373813,1.015224806
8/23/2018,2979,235.3,73,41.8,42.6,0,65.9,28.9,19.3,157.5,1059,4227,2736,388,628,278,148,,0,0.703251088,0.087536944,0.209211968,1.010842565
8/24/2018,3406,251.9,80.4,38.3,47.4,1.9,66.8,28.4,23.2,227.3,1333,3598,3661,382,723,193,175,,0,0.658370844,0.07759547,0.264033687,1.011009982
8/25/2018,2868,225.5,78.4,18.4,66.8,0,62.2,19.7,17.3,116.9,445,2842,2514,286,797,63,128,,0,0.739101934,0.090607815,0.170290251,0.957426778
8/26/2018,3786,293,100.4,45,37.5,2.8,76.2,25.6,23.1,218.3,788,4564,2905,377,662,155,216,,0,0.691218873,0.079895151,0.228885976,1.007659799
8/27/2018,2963,204.4,64.5,18.3,4.6,0,98.6,28.4,42.4,175.8,475,4000,2176,349,599,108,119,,0,0.626310772,0.134277543,0.239411685,0.991292609
8/28/2018,3715,273.1,84.9,37.7,61,0,99.6,26.8,38.8,221.2,545,4698,3668,518,972,208,151,,0,0.656999278,0.106492743,0.236507979,1.007025572
8/29/2018,3623,273.6,90.3,43.3,54.6,1.4,78.8,35.3,15.8,215.2,1950,5095,3417,426,611,371,189,,0,0.676781003,0.086631486,0.236587511,1.004250621
8/30/2018,3201,243.6,104.1,35.8,37.1,1.9,60.6,29.3,14,194.4,2024,3481,3588,401,706,299,161,,0,0.682480388,0.075457602,0.24206201,1.003561387
8/31/2018,4118,324.7,95,44,65.1,1.9,97.3,35.6,18.3,210.7,1833,3439,3426,516,587,383,226,,0,0.703439809,0.09368606,0.20287413,1.008814959
9/1/2018,2700,217.8,58.3,45,41.8,0,62.3,34.7,6.5,138,1614,3902,2408,357,505,398,154,,0,0.709857319,0.090244079,0.199898602,1.022740741
9/2/2018,3893,270.5,85.5,37.4,47.7,1.9,95.7,39.6,26.3,273.7,1998,6321,4603,621,740,422,254,,0,0.622300043,0.097850259,0.279849697,1.004906242
9/3/2018,3653,293.5,82.7,38,58.6,1.9,83.9,43.3,18.5,179.8,2453,3640,3460,381,625,342,170,,0,0.714633552,0.090793496,0.194572951,1.011853271
9/4/2018,3487,273.9,89.9,46.1,61.1,3.3,72.1,27.5,7.7,187.7,1933,2774,3367,365,606,319,185,,0,0.703450047,0.08229889,0.214251063,1.004961285
9/5/2018,2504,196.6,52.6,45,50.6,1.9,54,28,13.5,135.6,1653,2573,2501,294,504,244,123,,0,0.699976264,0.085449798,0.214573938,1.009504792
9/6/2018,3305,255.9,98.6,37.3,17.9,0,91.5,24.5,20.7,176.5,2803,5692,2721,389,612,249,163,,0,0.682379781,0.108441231,0.209178987,1.021210287
9/7/2018,2922,220.3,76.3,34.2,39.1,1.9,58.3,27.5,14,184.7,2483,3710,2609,394,580,338,164,,0,0.671032592,0.078925102,0.250042305,1.011190965
9/8/2018,3218,264.2,106.1,38.1,37.4,0,45.9,27.6,3.9,169.5,2401,4041,1881,513,533,385,149,,0,0.734024819,0.056677162,0.209298018,1.006650093
9/9/2018,3050,240,107,35,49.5,2.6,38.7,18.5,10.6,182.6,2834,3072,2594,363,596,281,140,,0,0.709313017,0.0508341,0.239852883,0.99842623
9/10/2018,2081,173.1,83.7,32.8,37.1,2.6,36,12.5,0.9,92,2548,1195,1875,264,500,167,81,,0,0.752645055,0.069568578,0.177786366,0.994666026
9/11/2018,3267,265.3,102.1,33.7,38.8,0,30.9,15.2,2.7,190.7,3103,2778,1690,300,534,203,135,,0,0.729269112,0.037750832,0.232980056,1.002173248
9/12/2018,3396,271.8,112.7,22.7,43,0,50.5,12.6,6.7,189.3,3442,3108,1367,299,550,121,138,,0,0.718329712,0.059317554,0.222352734,1.002767962
9/13/2018,1915,149.1,61.5,36,29.8,0,32,18.3,1,114,3149,2720,2098,314,502,236,108,,0,0.696765149,0.066462433,0.236772418,1.005691906
9/14/2018,3138,244.9,107.9,32.7,41.5,3.7,42,23.2,4.2,192,3404,2147,2980,325,507,199,151,,0,0.701920321,0.053501481,0.244578198,1.000669216
9/15/2018,2513,174.6,72.5,30.1,15.8,0,34.3,16.5,3.3,199.9,3289,1865,1701,270,502,120,104,,0,0.626505063,0.054700582,0.318794355,0.998089932
9/16/2018,2690,209.6,74.2,33.9,33.7,3.7,26,15.4,8.4,170.9,973,3252,2321,272,503,176,119,,0,0.705459985,0.038893044,0.255646971,0.994052045
9/17/2018,2195,168,54.7,22.5,21.2,3.1,16.8,7.1,9.4,160.2,2021,2088,1701,268,504,33,103,,0,0.681081081,0.03027027,0.288648649,1.011389522
9/18/2018,3433,258.3,102,21.9,33.8,0,63.1,19,19.7,175.9,3414,4256,2704,407,528,192,141,,0,0.708598775,0.0769348,0.214466425,0.95563647
9/19/2018,2823,219.9,90.5,32,9.8,0,35.6,19,4.5,183.2,1255,4675,1836,339,535,281,104,,0,0.693374908,0.04988964,0.256735452,1.011087496
9/20/2018,3113,236.4,108.6,39.1,32.7,0,46,22.5,4.5,208.1,2749,2822,1852,334,502,317,137,,0,0.676717557,0.058524173,0.26475827,1.00995824
9/21/2018,2971,218.9,86.7,32.8,20.1,1.9,42.5,18,2.4,209.1,1966,3336,2041,318,525,300,154,,0,0.661884764,0.05711406,0.281001176,1.001851229
9/22/2018,3003,241.8,92.7,40.2,27.7,0,53.4,21.5,3.4,165.7,2572,5994,1960,293,503,214,111,,0,0.712900478,0.069973138,0.217126384,1.016516817
9/23/2018,2644,205.5,71,32.1,32.2,0,46.5,24.5,4,161.7,2474,2366,2677,273,500,224,136,,0,0.689520188,0.069343474,0.241136338,1.014485628
9/24/2018,2336,176,52.8,37.6,18.8,1.9,37.8,24.5,9.2,151.3,1001,1407,2066,270,524,132,145,,0,0.676807383,0.064604341,0.258588276,1.001883562
9/25/2018,3201,227.2,78,32.9,42.6,2.2,55.4,10.9,12.7,233.1,1709,5668,2435,302,562,140,136,,0,0.639239715,0.069275978,0.291484307,0.999312715
9/26/2018,2946,228.9,79.2,34.2,27.8,2.8,43.4,29,3.2,192.5,1810,3516,2861,363,500,342,166,,0,0.685854113,0.057795386,0.256350501,1.019585879
9/27/2018,3031,233.8,65.6,46.5,47.7,0.9,58.8,36.5,8.6,202.9,1392,3062,2509,335,500,357,176,,0,0.667788004,0.07464297,0.257569026,1.039590894
9/28/2018,3002,239.8,93.5,33.2,30.8,4.2,47,25.2,10.4,176.5,1303,3791,2789,375,557,258,160,,0,0.707096521,0.061594915,0.231308564,1.016722185
9/29/2018,2741,198.5,60.4,34.2,16.5,0,45.4,25.9,9.7,206.9,1308,4699,2274,343,557,233,148,,0,0.639017062,0.064956898,0.29602604,1.01995622
9/30/2018,2409,190.8,74.6,32.9,30.8,3.9,36.6,20.4,5,130.7,1019,1918,2234,492,534,162,119,,0,0.719577606,0.061347637,0.219074757,0.990618514
10/1/2018,2210,154.9,64.3,18.5,4.5,0,40.6,8.3,10.4,162.8,1568,2623,1806,464,668,152,79,,0,0.631471667,0.073560719,0.294967613,0.998959276
10/2/2018,2049,156,54.3,19.5,35.5,0,37.5,11.2,9,133.8,1290,1999,1972,329,606,46,124,,0,0.67202757,0.071797817,0.256174612,1.019619327
10/3/2018,2411,180.9,81.9,24.1,10,0,52.9,15.3,14.9,150.7,1178,4362,1318,274,544,53,61,,0,0.666571136,0.086632549,0.246796315,1.013065118
10/4/2018,2869,198,83,31.5,6,0,71.8,18,23.6,214.3,1362,5463,2027,662,778,183,86,,0,0.608939311,0.098141061,0.292919628,1.020006971
10/5/2018,3506,276.2,112.4,39.2,73.1,3.8,64.7,30.2,12,188.9,2510,1918,2940,347,676,169,188,,0,0.710187989,0.073938632,0.215873379,0.998345693
10/6/2018,3431,261.5,95.6,31.2,26.7,0,67.7,27.5,16.6,206.1,2549,4220,2479,443,633,262,161,,0,0.682431061,0.078522342,0.239046597,1.005158846
10/7/2018,2798,220.2,76.4,33.3,25.5,1.9,46.4,27.8,9.5,165.3,1380,3925,2366,385,552,318,138,,0,0.700629287,0.065615499,0.233755215,1.010936383
10/8/2018,3045,247,98,37.6,27.9,3.8,44.1,24.6,8,173.3,1244,2559,2733,356,617,211,143,,0,0.71881265,0.057039384,0.224147966,1.015632184
10/9/2018,3349,246,96.3,34.6,54.3,5.7,58.6,24.6,16,217.2,2679,3672,3546,471,716,244,189,,0,0.667430363,0.070662004,0.261907633,0.990504628
10/10/2018,2934,213.9,75,32.7,37.4,1.9,57,25.2,11,188.1,2318,2565,2722,323,558,231,147,,0,0.662570986,0.078471864,0.25895715,0.990286299
10/11/2018,2890,216.1,74.2,35.6,44.2,1.9,45.1,24.2,10.9,191.1,1149,3351,2755,368,581,321,160,,0,0.673045645,0.062428626,0.264525729,0.999896194
10/12/2018,3400,279.6,95.1,51,26.8,0,51.5,33,3.5,186,2383,4670,1500,404,506,365,175,,0,0.725940457,0.059427648,0.214631895,1.019529412
10/13/2018,2702,212.9,72.1,34.7,17.9,0,51.9,24.6,14.9,163,1054,3193,2075,477,560,319,132,,0,0.690312354,0.074791944,0.234895702,1.027276092
10/14/2018,3106,244.4,83,43.3,35.6,1.9,49.5,27.6,10.5,179.5,1966,4204,2518,420,553,378,162,,0,0.705995635,0.063551162,0.230453203,1.003090792
10/15/2018,2505,206.6,72.7,50.1,51,1.4,40.5,26.5,5,127.1,963,2202,2359,336,504,298,132,,0,0.734998814,0.064036683,0.200964503,1.0099002
10/16/2018,2887,224.2,71.6,49.7,50.3,0,60.4,34.6,6.8,167.8,1688,2635,3271,360,529,296,176,,0,0.688527946,0.082440456,0.229031598,1.015102182
10/17/2018,2924,221.6,78.5,40.6,67.3,3.8,42.3,24.8,4.5,189,1842,2573,3395,296,633,266,146,,0,0.683107275,0.057953144,0.258939581,0.998495212
10/18/2018,2493,202.8,57.8,48.9,55.1,0,51.1,26.6,7.2,129.8,1696,2146,2180,312,710,265,117,,0,0.716101695,0.080194601,0.203703704,1.022382671
10/19/2018,2780,216,72.6,42.4,49.4,1.4,70.8,32.6,16.1,142.8,2075,2184,2849,397,662,261,153,,0,0.694682676,0.101200686,0.204116638,1.006618705
10/20/2018,2775,218.5,83,45.6,38.5,3.8,37.9,16.5,6,162.9,1953,2597,2857,294,543,193,135,,0,0.710004694,0.05473517,0.235260136,0.99809009
10/21/2018,2027,150.2,61.4,34.4,17.1,0,47.2,18.9,11.2,139.2,1067,2346,2454,288,669,143,113,,0,0.644512253,0.090016211,0.265471536,1.03473113
10/22/2018,3191,237.9,117.5,26,47,6.4,62.1,8.2,16.2,193,907,2367,2557,449,824,122,110,,0,0.677241816,0.078570299,0.244187885,0.990755249
10/23/2018,3339,251,112.3,31.4,51.8,2.3,73.9,17.2,15.5,197.7,2377,5763,2759,359,601,298,130,,0,0.675255575,0.088360136,0.236384289,1.001916742
